city,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,security_deposit,cleaning_fee,accommodates,bathrooms,bedrooms,beds,property_type,room_type,availability_365,host_identity_verified,host_is_superhost,cancellation_policy,price
North Ryde,151.1203337,-33.78742131,94,21,2,500,120,7,2,2,4,Apartment,Entire home/apt,351,0,0,strict_14_with_grace_period,179
Dulwich Hill,151.1361405,-33.90104025,97,6,3,199,129,6,1,3,4,House,Entire home/apt,194,0,0,moderate,131
Broadway,151.1995046,-33.88443088,95,73,1,500,0,10,2,3,5,Apartment,Entire home/apt,0,1,1,moderate,169
Mosman,151.234918,-33.82110192,100,5,2,2000,200,8,3,4,6,House,Entire home/apt,0,1,0,strict_14_with_grace_period,599
Lane Cove North,151.1781582,-33.80611925,93,56,2,200,80,6,1,2,3,Condominium,Entire home/apt,5,1,0,moderate,161
Balmain,151.1837558,-33.8590962,97,7,2,1500,100,8,2.5,4,4,House,Entire home/apt,299,1,0,strict_14_with_grace_period,1099
Parramatta,150.9987962,-33.8163517,93.41241287,0,7,500,100,4,2,2,2,Condominium,Entire home/apt,364,0,0,flexible,349
Oxley Park,150.7977685,-33.77593066,97,19,2,400,135,6,1,2,5,House,Entire home/apt,135,1,1,strict_14_with_grace_period,111
Cronulla,151.1536458,-34.06230825,100,4,2,0,0,2,0.5,1,1,Apartment,Private room,0,1,0,moderate,49
Randwick,151.2487585,-33.9063917,80,1,3,0,0,2,1,1,2,Apartment,Entire home/apt,0,0,0,flexible,148
Bondi Junction,151.2476657,-33.89119512,100,1,7,600,150,1,1,1,1,Condominium,Private room,19,0,0,moderate,80
Manly,151.2834396,-33.78845074,93.41241287,1,1,0,15,2,1,1,1,House,Entire home/apt,0,1,0,flexible,98
Manly,151.2821836,-33.78562435,93.41241287,0,5,300,40,2,1,1,2,House,Private room,180,1,1,strict_14_with_grace_period,98
Paddington,151.2227591,-33.88347923,100,1,2,0,0,2,1.5,1,1,House,Private room,0,1,1,strict_14_with_grace_period,42
Bellevue Hill,151.2553978,-33.8850252,93.41241287,0,5,1000,200,6,2,3,3,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,549
Manly,151.2861004,-33.80541206,92,42,1,250,30,2,0,1,1,House,Private room,152,0,0,strict_14_with_grace_period,69
Darlinghurst,151.2153749,-33.87917329,96,9,2,350,65,2,1,1,1,Condominium,Entire home/apt,272,1,1,strict_14_with_grace_period,130
Annandale,151.1756987,-33.88112017,95,4,5,0,99,6,1,3,4,House,Entire home/apt,0,1,0,strict_14_with_grace_period,199
Redfern,151.1986084,-33.89481147,100,7,1,0,20,2,1,1,1,Apartment,Private room,0,1,0,flexible,57
Marrickville,151.1539434,-33.92086666,100,1,3,0,10,1,1,1,1,House,Private room,0,0,0,flexible,36
Banksia,151.1432227,-33.9470977,100,1,3,200,100,4,1,2,3,House,Entire home/apt,365,1,0,strict_14_with_grace_period,150
Bronte,151.2602939,-33.90545113,93.41241287,0,5,0,50,6,1,0,6,House,Entire home/apt,0,0,0,moderate,200
North Ryde,151.1185711,-33.7855861,100,12,2,200,100,4,1,1,3,Apartment,Entire home/apt,151,0,1,strict_14_with_grace_period,139
Penrith,150.7030385,-33.75924657,93.41241287,0,14,0,0,1,1,1,1,House,Private room,0,0,0,flexible,41
Sydney,151.2576455,-33.80815427,93.41241287,0,7,0,0,10,3.5,4,4,House,Entire home/apt,173,0,0,strict_14_with_grace_period,413
Greenwich,151.1837204,-33.8211934,93.41241287,0,7,1980,350,10,3.5,5,6,House,Entire home/apt,87,0,0,strict_14_with_grace_period,1099
Newtown,151.1787702,-33.89770723,84,12,1,250,50,2,1,0,1,Apartment,Entire home/apt,0,1,0,flexible,106
Bronte,151.2645421,-33.89814396,93.41241287,0,7,800,30,2,1,1,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,139
Baulkham Hills,150.9909124,-33.75836997,97,35,1,0,12,2,1,1,1,Townhouse,Private room,88,1,0,moderate,30
Rose Bay,151.2716757,-33.866654,80,1,7,500,352,12,4,6,6,Apartment,Entire home/apt,354,1,0,strict_14_with_grace_period,2001
Newport,151.3055646,-33.64932155,98,42,3,2000,0,6,4,3,3,House,Entire home/apt,344,1,1,strict_14_with_grace_period,700
Randwick,151.2483956,-33.91116375,100,2,3,0,25,2,1,1,1,Apartment,Entire home/apt,1,0,0,strict_14_with_grace_period,120
Glebe,151.1943464,-33.87478682,96,41,1,500,40,6,2,2,2,Apartment,Entire home/apt,33,1,0,strict_14_with_grace_period,241
Darlinghurst,151.2229855,-33.87813624,93,141,1,300,75,2,1,1,1,Condominium,Entire home/apt,45,1,0,moderate,134
Dee Why,151.2801313,-33.75456927,93.41241287,0,3,500,100,4,1,2,4,House,Entire home/apt,0,1,0,flexible,250
Queenscliff,151.2870914,-33.78278008,93,3,7,0,50,2,1,1,1,Apartment,Entire home/apt,0,0,0,moderate,110
Redfern,151.2000622,-33.89391378,80,2,7,0,0,2,1,1,1,Apartment,Entire home/apt,0,0,0,flexible,200
Epping,151.0602112,-33.77182875,93,24,1,0,20,2,2,1,1,House,Private room,64,1,0,moderate,40
Beecroft,151.0655418,-33.74596614,100,8,2,0,0,2,1,1,1,House,Private room,351,1,0,flexible,55
Bondi Beach,151.2714106,-33.89358938,93.41241287,0,5,500,120,5,2,0,3,Apartment,Entire home/apt,0,0,0,flexible,560
Kingsford,151.2247871,-33.92290227,93.41241287,1,3,0,0,1,1,1,1,Townhouse,Private room,0,0,0,flexible,50
Paddington,151.231329,-33.88013577,80,2,7,0,0,6,2,3,3,Apartment,Entire home/apt,0,0,0,flexible,350
Randwick,151.2387042,-33.92466558,93.41241287,0,7,200,20,2,1,1,1,House,Private room,0,0,0,strict_14_with_grace_period,45
Whale Beach,151.3284109,-33.61187012,96,56,1,1000,0,4,1,2,2,House,Entire home/apt,304,1,0,strict_14_with_grace_period,401
Bondi Beach,151.2687872,-33.89076236,100,1,3,0,0,1,1,1,1,House,Private room,0,0,0,moderate,61
Redfern,151.209191,-33.89094755,87,14,150,200,100,5,1,3,3,House,Entire home/apt,364,1,0,flexible,134
North Narrabeen,151.2917706,-33.70738369,100,2,3,0,250,7,2.5,4,4,House,Entire home/apt,197,1,0,flexible,320
North Balgowlah,151.2460536,-33.78269775,90,2,21,1000,0,8,3,4,4,House,Entire home/apt,365,1,0,strict_14_with_grace_period,800
Newtown,151.1745833,-33.89735486,100,7,2,0,0,1,1,1,1,House,Private room,26,0,0,strict_14_with_grace_period,49
Collaroy,151.2978296,-33.72740978,93.41241287,0,5,0,0,2,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,88
Forest Lodge,151.177069,-33.88222786,93.41241287,0,2,0,0,7,1,4,4,House,Entire home/apt,0,0,0,flexible,300
Annandale,151.1683378,-33.88090387,91,71,2,280,0,2,1,1,1,House,Private room,362,1,0,strict_14_with_grace_period,65
Randwick,151.2464799,-33.91604738,90,2,3,500,55,4,1,2,2,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,120
North Sydney,151.2119494,-33.84014247,94,17,2,150,100,2,1,1,1,Apartment,Entire home/apt,106,1,1,strict_14_with_grace_period,125
Sydney,151.2755278,-33.8873083,80,3,2,0,100,4,1,2,3,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,195
Manly,151.2841175,-33.79484993,96,71,5,300,150,4,1,2,2,Apartment,Entire home/apt,222,1,1,strict_14_with_grace_period,260
Bondi Beach,151.2793988,-33.88681168,93.41241287,0,4,0,300,4,1,2,2,Apartment,Entire home/apt,0,1,0,moderate,501
Bondi Beach,151.2749457,-33.89172098,83,6,4,0,10,4,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,100
North Bondi,151.270178,-33.88181301,93,3,7,1000,80,4,1,2,2,Apartment,Entire home/apt,0,1,0,moderate,150
Randwick,151.2433007,-33.91538959,98,10,5,1000,150,6,3,3,3,House,Entire home/apt,28,1,1,moderate,451
Bondi Beach,151.2753272,-33.88665151,86,18,2,0,80,5,1,2,5,Apartment,Entire home/apt,185,0,0,strict_14_with_grace_period,179
Petersham,151.1559258,-33.89383468,95,71,2,130,25,1,1.5,1,1,House,Private room,128,1,1,moderate,59
Woollahra,151.2439231,-33.88603754,93.41241287,0,5,1000,300,9,4.5,5,5,House,Entire home/apt,178,1,0,strict_14_with_grace_period,1800
Darlinghurst,151.2169583,-33.88097852,93,180,1,200,20,3,1,1,1,Townhouse,Private room,2,1,0,strict_14_with_grace_period,49
Pymble,151.1561455,-33.74402477,93.41241287,0,10,300,150,5,1.5,3,4,House,Entire home/apt,0,1,0,strict_14_with_grace_period,134
Petersham,151.1598114,-33.8897474,93.41241287,0,7,0,0,1,2,1,1,House,Private room,0,0,0,flexible,45
Mascot,151.1846652,-33.9222844,100,5,3,0,30,2,1,1,1,Apartment,Private room,0,0,0,flexible,61
Darlington,151.1959873,-33.89099447,93.41241287,0,30,0,0,2,1,1,1,House,Private room,181,1,0,moderate,100
Freshwater,151.2852272,-33.77862664,93.41241287,0,5,3000,550,10,3.5,5,8,House,Entire home/apt,89,1,0,strict_14_with_grace_period,2001
Dee Why,151.2882212,-33.74943085,100,1,1,0,0,2,1,1,1,Apartment,Private room,365,0,0,flexible,69
Petersham,151.1555647,-33.89083136,93.41241287,0,1,0,30,4,1,1,2,Apartment,Entire home/apt,365,1,0,moderate,299
Bondi Beach,151.2648481,-33.89186369,70,2,3,0,0,2,1,1,2,Condominium,Entire home/apt,0,0,0,strict_14_with_grace_period,401
Manly,151.2787052,-33.7991204,93.41241287,0,5,1000,236,4,1,2,4,Apartment,Entire home/apt,250,1,0,strict_14_with_grace_period,250
Stanmore,151.1669393,-33.89081107,67,3,3,0,10,2,1,1,1,House,Private room,180,1,0,moderate,80
Dee Why,151.2898599,-33.75336265,90,6,3,0,40,2,1,1,1,Apartment,Entire home/apt,5,1,0,strict_14_with_grace_period,179
Annandale,151.1683554,-33.88167622,100,2,4,250,0,2,1,1,1,Apartment,Entire home/apt,54,1,0,moderate,90
Petersham,151.1543225,-33.8995053,93.41241287,0,5,0,0,4,1,1,2,Apartment,Entire home/apt,0,1,0,flexible,150
Bondi,151.2609837,-33.88877734,95,4,2,0,0,6,2.5,4,6,House,Entire home/apt,27,0,0,strict_14_with_grace_period,499
Freshwater,151.2822307,-33.77895948,100,4,5,0,50,4,1,2,3,House,Entire home/apt,0,1,0,strict_14_with_grace_period,250
Wolli Creek,151.1550929,-33.93068292,93.41241287,0,1,140,20,4,1,1,3,Apartment,Entire home/apt,0,0,0,flexible,140
Lidcombe,151.0542301,-33.86001175,90,45,1,0,10,2,1,1,1,House,Private room,22,1,0,flexible,50
Surry Hills,151.2151813,-33.88492758,93.41241287,0,3,0,80,8,2.5,4,4,House,Entire home/apt,0,0,0,strict_14_with_grace_period,440
Neutral Bay,151.213975,-33.83778853,93.41241287,0,3,2000,200,7,2,4,5,House,Entire home/apt,83,0,0,strict_14_with_grace_period,500
Bondi Beach,151.2701717,-33.89180609,93.41241287,0,7,0,250,6,2,4,4,House,Entire home/apt,89,0,0,strict_14_with_grace_period,950
Queens Park,151.2491017,-33.89789303,94,17,2,250,126,2,1,1,1,Apartment,Entire home/apt,109,0,0,strict_14_with_grace_period,100
Glebe,151.1851712,-33.87536944,100,2,5,2000,120,6,2,2,2,Apartment,Entire home/apt,0,0,0,moderate,451
Sydney,151.2095628,-33.8928914,94,16,2,600,100,4,1,2,3,Loft,Entire home/apt,24,1,0,strict_14_with_grace_period,250
Bondi Beach,151.2715734,-33.89279187,100,1,4,500,0,4,1.5,2,3,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,300
Alexandria,151.2004567,-33.90080833,100,31,2,0,50,4,1,2,2,Bungalow,Entire home/apt,2,0,1,moderate,150
Balgowlah Heights,151.2577768,-33.80647261,93.41241287,0,10,5000,613,13,5,6,6,House,Entire home/apt,364,1,0,strict_14_with_grace_period,2822
Parramatta,151.005653,-33.80876023,81,32,7,0,120,4,1,1,2,Apartment,Entire home/apt,165,0,0,strict_14_with_grace_period,120
Ryde,151.1081476,-33.81991437,93.41241287,0,2,0,0,4,2,2,2,Apartment,Entire home/apt,181,0,0,strict_14_with_grace_period,100
Cromer,151.281157,-33.74191093,93.41241287,0,5,0,0,2,1,0,1,Bungalow,Entire home/apt,90,1,0,flexible,100
Stanmore,151.1643959,-33.8938249,96,27,7,1000,80,4,1,2,2,Bungalow,Entire home/apt,317,1,0,strict_14_with_grace_period,161
Surry Hills,151.2170036,-33.8828532,93.41241287,0,5,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,60
Manly,151.2847665,-33.79828175,97,82,2,1000,175,4,1,2,4,Apartment,Entire home/apt,186,0,1,moderate,190
Bellevue Hill,151.2455044,-33.8777659,95,12,4,450,115,2,1,1,1,Apartment,Private room,0,0,0,moderate,100
Kogarah,151.1415949,-33.96297621,60,2,1,150,20,2,2,1,3,House,Private room,91,0,0,flexible,100
Canterbury,151.1174499,-33.91256599,80,3,2,0,40,2,0.5,1,1,Apartment,Private room,34,0,0,flexible,59
Haymarket,151.2031361,-33.88216325,84,6,1,169,70,4,1,1,2,Apartment,Entire home/apt,330,1,0,strict_14_with_grace_period,170
Summer Hill,151.1409005,-33.88850104,93.41241287,0,7,200,15,3,1.5,1,2,House,Private room,0,0,0,strict_14_with_grace_period,70
Lane Cove,151.1556161,-33.81654051,95,13,4,700,100,12,2.5,4,8,House,Entire home/apt,143,0,0,strict_14_with_grace_period,499
Sydney,151.2033386,-33.87615492,88,20,3,400,290,5,2,3,4,Apartment,Entire home/apt,157,0,0,strict_14_with_grace_period,270
Wolli Creek,151.1542264,-33.92775758,96,37,1,0,169,8,2,2,5,Apartment,Entire home/apt,251,1,0,flexible,189
Ultimo,151.1967512,-33.88147329,93.41241287,0,3,0,0,2,1,2,2,Apartment,Private room,179,0,0,flexible,1090
Surry Hills,151.2144515,-33.88045961,100,1,1,0,0,2,1,1,1,Apartment,Entire home/apt,0,0,0,flexible,200
Thornleigh,151.0791363,-33.73305759,90,2,5,2000,100,6,2,3,3,Townhouse,Entire home/apt,0,0,0,moderate,199
Fairlight,151.2720199,-33.79969626,100,5,5,0,150,4,1,2,2,Apartment,Entire home/apt,17,1,0,strict_14_with_grace_period,220
Bondi Junction,151.2518565,-33.89278204,93.41241287,0,2,0,30,5,2,2,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,126
Mascot,151.1864179,-33.92910903,93.41241287,0,7,0,0,1,1,1,1,Apartment,Private room,0,0,0,flexible,70
Bondi Beach,151.2693596,-33.88912794,93.41241287,0,5,0,0,2,1,0,1,Apartment,Private room,89,0,0,flexible,125
Vaucluse,151.2794846,-33.86103229,93.41241287,0,21,0,0,2,1,2,2,Apartment,Private room,0,1,0,flexible,40
Maroubra,151.2375637,-33.94075703,100,1,1,0,0,2,1,1,1,Apartment,Private room,363,1,0,flexible,105
Winston Hills,150.9839895,-33.78531258,98,12,1,500,0,4,1,1,2,House,Entire home/apt,153,0,1,moderate,105
Queens Park,151.2465469,-33.89755374,100,1,3,500,95,6,2.5,3,3,House,Entire home/apt,0,0,0,moderate,451
Cremorne,151.2259554,-33.82535082,93.41241287,0,7,1500,286,5,1,3,3,House,Entire home/apt,4,1,0,strict_14_with_grace_period,315
Centennial Park,151.2332664,-33.89106892,100,2,5,0,15,2,1,1,1,Townhouse,Private room,0,0,0,strict_14_with_grace_period,60
Strathfield,151.0931057,-33.86619322,100,1,2,500,50,1,2,1,4,Apartment,Shared room,25,0,0,moderate,45
Ultimo,151.1975285,-33.87858986,96,104,2,1000,80,8,2,4,5,House,Entire home/apt,208,1,0,strict_14_with_grace_period,407
Leichhardt,151.1644623,-33.88189777,100,3,2,130,70,2,1,1,1,Townhouse,Entire home/apt,38,1,0,strict_14_with_grace_period,84
Bronte,151.2650476,-33.90581276,96,48,2,390,120,2,1,1,1,Apartment,Entire home/apt,352,1,1,flexible,125
Bondi,151.2744954,-33.89690837,100,2,3,0,20,2,2,1,3,House,Private room,0,1,1,strict_14_with_grace_period,100
"Rozelle, Sydney",151.171617,-33.86234273,100,2,30,1500,0,2,1,1,1,Loft,Entire home/apt,219,0,0,strict_14_with_grace_period,71
Bondi Beach,151.2788962,-33.88681888,93.41241287,0,8,250,100,2,1,1,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,340
Darlinghurst,151.2131485,-33.8760164,93,23,2,500,0,8,1,3,6,Apartment,Entire home/apt,351,1,0,strict_14_with_grace_period,370
Coogee,151.2565359,-33.92029745,96,200,3,0,100,6,1,3,4,Apartment,Entire home/apt,204,1,0,strict_14_with_grace_period,349
Bondi Beach,151.2651763,-33.88900268,100,2,2,130,20,3,1,0,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,120
Bellevue Hill,151.248602,-33.88121561,93.41241287,0,21,0,600,10,3.5,5,5,House,Entire home/apt,3,1,0,strict_14_with_grace_period,460
Dee Why,151.2933027,-33.75073777,97,6,1,0,0,1,1,1,1,Apartment,Private room,88,1,0,flexible,59
Bondi Beach,151.2697246,-33.88549979,95,4,2,200,100,4,1,1,1,Apartment,Entire home/apt,89,1,0,strict_14_with_grace_period,190
Ultimo,151.1983907,-33.88064791,100,1,2,0,0,4,1,1,1,Apartment,Entire home/apt,0,0,0,flexible,100
Fairlight,151.2730407,-33.79885695,93,3,1,0,20,2,1,1,1,Apartment,Private room,0,1,1,moderate,76
Potts Point,151.2233759,-33.87385337,92,45,2,0,150,4,1,2,2,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,200
Dee Why,151.2875068,-33.7447225,89,15,2,0,50,2,1,1,1,Apartment,Entire home/apt,52,0,0,moderate,69
Camperdown,151.1782011,-33.88435001,96,14,1,500,150,8,2,3,4,Apartment,Entire home/apt,0,1,1,strict_14_with_grace_period,455
Ultimo,151.1973765,-33.87906132,93.41241287,0,7,500,0,1,1,1,1,Apartment,Shared room,179,0,0,moderate,46
Rose Bay,151.2730343,-33.877849,100,1,7,600,60,1,1,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,55
Bondi Beach,151.2685227,-33.89439758,100,1,2,0,0,2,1,1,1,Apartment,Private room,363,1,0,moderate,299
Freshwater,151.2801286,-33.7737588,100,2,10,1000,200,8,2,4,5,House,Entire home/apt,194,1,0,strict_14_with_grace_period,401
Maroubra,151.2512454,-33.94670936,93.41241287,0,3,1500,200,7,2,3,3,House,Entire home/apt,173,1,0,strict_14_with_grace_period,500
Coogee,151.2585018,-33.91426084,86,27,3,500,80,2,1,1,1,Apartment,Private room,365,0,0,flexible,80
Ashfield,151.1307308,-33.88103386,100,5,3,2000,150,10,3,5,5,House,Entire home/apt,75,1,0,strict_14_with_grace_period,700
Lilyfield,151.1667398,-33.87571419,93,3,5,0,100,4,2,2,2,House,Entire home/apt,0,1,0,moderate,250
Erskineville,151.1822001,-33.90367502,100,5,3,0,0,4,1,2,3,House,Entire home/apt,0,0,0,flexible,150
Annandale,151.1717914,-33.8811226,93.41241287,0,3,200,90,4,1,3,3,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,180
Crows Nest,151.2039614,-33.82667831,90,2,6,1000,130,6,2.5,3,4,Apartment,Entire home/apt,22,1,0,strict_14_with_grace_period,410
Epping,151.0667801,-33.77396734,100,5,2,0,30,2,1,1,1,Villa,Private room,365,1,0,strict_14_with_grace_period,59
Manly Vale,151.2661267,-33.78541204,100,6,3,350,80,4,2,1,2,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,319
Mortlake,151.1053068,-33.83918304,95,6,5,0,160,4,2,2,2,Apartment,Entire home/apt,171,0,0,strict_14_with_grace_period,150
Eastlakes,151.2128376,-33.92765315,93.41241287,0,1,0,74,4,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,203
Paddington,151.2331627,-33.88187415,96,41,4,1000,110,2,1,0,1,Apartment,Entire home/apt,118,1,0,strict_14_with_grace_period,90
Ultimo,151.2016262,-33.88197865,90,108,1,0,0,1,1,1,1,Apartment,Private room,212,0,0,moderate,73
Ultimo,151.1985339,-33.88089046,99,35,2,0,10,2,1,1,1,Apartment,Private room,71,0,0,moderate,70
Ermington,151.0656428,-33.80045723,86,7,2,0,35,2,1,1,1,House,Private room,70,0,0,moderate,89
Balmain,151.1750076,-33.85514455,98,24,3,350,150,4,1,2,2,Apartment,Entire home/apt,67,1,0,moderate,161
Roselands,151.0802575,-33.93312436,93.41241287,0,1,0,0,1,1,1,1,House,Private room,365,0,0,flexible,250
Redfern,151.2000019,-33.89268787,93.41241287,0,3,1000,0,2,1,1,1,Condominium,Private room,168,1,0,strict_14_with_grace_period,59
Freshwater,151.2847062,-33.77713277,93.41241287,0,2,129,50,3,1.5,0,2,Bed and breakfast,Private room,0,0,0,flexible,179
Mosman,151.2495275,-33.83200227,93,3,5,2000,200,8,3,4,4,House,Entire home/apt,15,1,0,strict_14_with_grace_period,1201
Bondi Junction,151.2517891,-33.89563874,93.41241287,0,1,0,0,1,1,1,1,House,Private room,0,0,0,flexible,50
Seaforth,151.2465527,-33.79625887,93.41241287,0,7,2000,395,6,2,4,4,House,Entire home/apt,24,1,0,strict_14_with_grace_period,415
Darling Point,151.2348718,-33.87717823,65,8,2,127,98,2,1,0,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,138
North Bondi,151.2786397,-33.88479034,93.41241287,0,1,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,70
Rozelle,151.1636156,-33.86138231,90,2,1,0,0,2,1,1,1,Apartment,Entire home/apt,0,1,0,flexible,120
Bondi Beach,151.2739526,-33.88829377,93.41241287,0,3,600,100,4,1,2,2,Apartment,Entire home/apt,0,0,0,moderate,300
Beecroft,151.0636583,-33.7530422,93.41241287,0,14,200,20,2,1,1,1,House,Private room,365,0,0,strict_14_with_grace_period,42
Randwick,151.2400269,-33.91532416,98,9,3,150,35,4,1,2,2,Apartment,Entire home/apt,309,1,0,strict_14_with_grace_period,130
Bankstown,151.0276273,-33.92730406,93.41241287,0,1,0,0,1,1,1,1,Townhouse,Private room,365,0,0,flexible,150
North Sydney,151.2103743,-33.83704413,93.41241287,0,5,0,65,4,1,2,2,Apartment,Entire home/apt,38,0,0,moderate,240
North Narrabeen,151.2963034,-33.70612331,93.41241287,0,7,5000,400,12,4.5,5,8,House,Entire home/apt,12,0,0,strict_14_with_grace_period,1201
Allambie Heights,151.2601175,-33.77779251,100,21,2,500,75,2,1,1,2,Guesthouse,Entire home/apt,186,1,1,moderate,85
Bondi Junction,151.2592297,-33.89094665,93.41241287,0,7,0,350,5,2,3,4,Apartment,Entire home/apt,357,1,0,strict_14_with_grace_period,225
Mosman,151.2498811,-33.83207567,100,8,10,1000,250,8,2,3,4,House,Entire home/apt,0,0,0,strict_14_with_grace_period,501
Balgowlah,151.2546351,-33.79475594,93,11,6,0,0,2,1,1,1,Apartment,Entire home/apt,34,1,0,strict_14_with_grace_period,80
Annandale,151.1689445,-33.88046018,93.41241287,0,1,0,0,1,1,1,1,House,Private room,0,0,0,flexible,280
Centennial Park,151.2292853,-33.89263724,93.41241287,0,3,0,0,2,2,1,1,Apartment,Private room,0,0,0,flexible,91
Manly,151.2870152,-33.80196957,100,1,7,500,60,3,1,2,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,115
Rose Bay,151.2722547,-33.8724288,93.41241287,0,7,2500,695,8,3,4,4,House,Entire home/apt,365,1,0,strict_14_with_grace_period,900
Maroubra,151.2344687,-33.94093492,93.41241287,0,5,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,150
Waterloo,151.2062658,-33.89960074,87,52,1,0,30,2,1,1,1,Townhouse,Private room,317,1,0,strict_14_with_grace_period,80
Bondi,151.2662665,-33.8966609,98,12,2,300,80,2,1,1,1,Guesthouse,Private room,332,1,0,moderate,120
Newtown,151.1795669,-33.89090397,93,3,1,0,10,2,1,1,1,Apartment,Private room,0,1,0,flexible,91
Double Bay,151.2435465,-33.87410636,100,1,7,1800,0,4,2,2,2,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,295
Eastlakes,151.207213,-33.92918922,98,10,2,0,0,4,1,2,3,House,Entire home/apt,182,0,0,flexible,210
Bondi Beach,151.2702662,-33.88784427,93.41241287,0,5,0,50,2,2,1,1,House,Private room,83,0,0,flexible,200
Redfern,151.214693,-33.89759881,93.41241287,0,7,200,50,2,1,1,1,Apartment,Private room,16,0,0,strict_14_with_grace_period,80
